code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,rev_78,rev_79,rev_80,rev_81,rev_82,rev_83,rev_84,rev_85,rev_86,rev_87,rev_88,rev_89,rev_90,rev_91,rev_92,rev_93,rev_94,rev_95,rev_96,rev_97,rev_98,rev_99,rev_100,rev_101,rev_102,rev_103,rev_104,rev_105,rev_106,rev_107,rev_108,rev_109,rev_110,rev_111,rev_112,rev_113,rev_114,rev_115,rev_116,rev_117,rev_118,rev_119,rev_120,rev_121,rev_122,rev_123,rev_124,rev_125,rev_126,rev_127,rev_128,rev_129,rev_130,rev_131,rev_132,rev_133,rev_134,rev_135,rev_136,rev_137,rev_138,rev_139,rev_140,doc_link,source_link
.eslintignore,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L436
.gitignore,repo,README.md,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,10,10,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,18,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,26,26,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L77
.nvmrc,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L225
//TODO(#3456),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-pt-BR.md#L501
//TODO:,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-pt-BR.md#L497
/addNewUser,repo,README.md,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L583
/updateUser,repo,README.md,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L583
/users,repo,README.md,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L532
201,repo,README.md,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L665
4XX,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L726
@fedorHK,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L382
@kentcdodds,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/a1aa4f144e4a663350ccdbbb421a090f1eeab4eb/README-zh.md#L252
@preslavrachev,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L171
@rafaelvidaurre,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L211
API,repo,README.md,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,34,34,34,34,34,34,34,34,34,34,34,34,71,71,71,71,71,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,145,180,180,180,180,180,180,180,180,179,179,179,179,179,179,179,179,179,214,214,214,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L30
BR,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L6
BSD,repo,README.md,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L769
CRUD,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,18,18,18,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L561
CheckBox,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/70f67166f1132db8d198dff5bf81bc365b8ce7a1/README-zh.md#L395
CheckBox.js,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/70f67166f1132db8d198dff5bf81bc365b8ce7a1/README-zh.md#L395
CheckBox/CheckBox.js,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/70f67166f1132db8d198dff5bf81bc365b8ce7a1/README-zh.md#L395
