code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,rev_78,rev_79,rev_80,rev_81,rev_82,rev_83,rev_84,rev_85,rev_86,rev_87,rev_88,rev_89,rev_90,rev_91,rev_92,rev_93,rev_94,rev_95,rev_96,rev_97,rev_98,rev_99,rev_100,rev_101,rev_102,rev_103,rev_104,rev_105,rev_106,rev_107,rev_108,rev_109,rev_110,rev_111,rev_112,rev_113,rev_114,rev_115,rev_116,rev_117,rev_118,rev_119,rev_120,rev_121,rev_122,rev_123,rev_124,rev_125,rev_126,rev_127,doc_link,source_link
"create(String firstName, String lastName)",repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/lambda/Lambda2.java#L20
dayOfWeek,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/time/LocalDateTime1.java#L21
default,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/lambda/Interface1.java#L11
filter((s),repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/stream/Streams1.java#L29
firstName,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/lambda/Person.java#L7
forEach,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/stream/Streams7.java#L39
"forEach((id, val)",repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/misc/Maps1.java#L18
forEach(System.out::println),repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/stream/Streams9.java#L16
germanFormatter,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/time/LocalTime1.java#L58
get(3),repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/misc/Maps1.java#L22
get(9),repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/misc/Maps1.java#L42
"getOrDefault(42, ""not found"")",repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/misc/Maps1.java#L33
hoursBetween,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/time/LocalTime1.java#L44
ifPresent((s),repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/stream/Optional1.java#L17
ifPresent(System.out::println),repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/stream/Streams8.java#L16
independenceDay,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/time/LocalDate1.java#L25
independenceDay.getDayOfWeek(),repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/time/LocalDate1.java#L26
isEmpty,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/lambda/Lambda3.java#L36
isEmpty.negate(),repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/lambda/Lambda3.java#L37
isNotEmpty,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/lambda/Lambda3.java#L37
isNull,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/lambda/Lambda3.java#L34
java.time,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/time/LocalTime1.java#L3
java.util.Date,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/time/LocalTime1.java#L10
lastName,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/lambda/Person.java#L8
leetTime,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/time/LocalTime1.java#L63
legacyDate,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/time/LocalTime1.java#L26
long,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/time/LocalTime1.java#L22
map,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,81,81,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/stream/Streams8.java#L19
map(String::toUpperCase),repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/stream/Streams9.java#L14
"merge(9, ""concat"", (value, newValue)",repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/misc/Maps1.java#L44
"merge(9, ""val9"", (value, newValue)",repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/misc/Maps1.java#L41
minusDays(2),repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/time/LocalDate1.java#L19
minuteOfDay,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/README.md,https://github.com/winterbe/java8-tutorial/blob/faf9793524cd6956428fa5d79e7fdce3a3184b56/src/com/winterbe/java8/samples/time/LocalDateTime1.java#L27
