code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,rev_78,rev_79,rev_80,rev_81,rev_82,rev_83,rev_84,rev_85,rev_86,rev_87,rev_88,rev_89,rev_90,rev_91,rev_92,rev_93,rev_94,rev_95,rev_96,rev_97,rev_98,rev_99,rev_100,rev_101,rev_102,rev_103,rev_104,rev_105,rev_106,rev_107,rev_108,rev_109,rev_110,rev_111,rev_112,rev_113,rev_114,rev_115,rev_116,rev_117,rev_118,rev_119,rev_120,rev_121,rev_122,rev_123,rev_124,rev_125,rev_126,rev_127,rev_128,rev_129,rev_130,rev_131,rev_132,rev_133,rev_134,rev_135,rev_136,rev_137,rev_138,rev_139,rev_140,rev_141,rev_142,rev_143,rev_144,rev_145,rev_146,rev_147,rev_148,rev_149,rev_150,rev_151,rev_152,doc_link,source_link
POSIX,wiki,iOS_tutorial.markdown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/readme_cn.md#L2
UIApplication,wiki,iOS_tutorial.markdown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/readme_cn.md#L87
WeChat,wiki,iOS_tutorial.markdown,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/MMKVCore.podspec#L5
YES,wiki,iOS_tutorial.markdown,202,202,202,202,202,202,202,202,202,228,228,228,228,228,228,229,229,229,229,229,237,294,294,294,294,294,293,293,293,293,293,293,295,295,295,295,295,295,296,296,296,296,296,296,296,299,299,299,299,299,299,299,299,299,299,299,301,301,300,301,301,301,301,301,301,301,301,301,301,301,299,299,303,303,303,383,383,383,383,383,383,383,383,383,383,377,377,377,389,389,389,389,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/readme_cn.md#L92
clearAll,wiki,iOS_tutorial.markdown,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,30,30,33,33,33,33,33,35,35,35,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/iOS/MMKVDemo/MMKVMacDemo/ViewController.mm#L95
containsKey,wiki,iOS_tutorial.markdown,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,24,24,24,24,24,24,24,24,24,24,24,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,29,29,29,29,29,29,29,29,29,29,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/iOS/MMKVDemo/MMKVTodayExtensionDemo/TodayViewController.m#L80
cryptKey,wiki,iOS_tutorial.markdown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,186,186,186,186,186,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/01ad79e8031c6700537e412f290c392088de1460/iOS/MMKVDemo/MMKVDemo/ViewController.mm#L132
cryptKey:cryptKey,wiki,iOS_tutorial.markdown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/01ad79e8031c6700537e412f290c392088de1460/iOS/MMKVDemo/MMKVDemo/ViewController.mm#L169
cryptKey:nullptr,wiki,iOS_tutorial.markdown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/01ad79e8031c6700537e412f290c392088de1460/iOS/MMKVDemo/MMKVDemo/ViewController.mm#L233
dataUsingEncoding:NSUTF8StringEncoding,wiki,iOS_tutorial.markdown,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,12,12,12,13,13,13,13,13,13,14,14,15,15,15,15,15,15,15,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/iOS/MMKVDemo/MMKVTodayExtensionDemo/TodayViewController.m#L52
defaultMMKV,wiki,iOS_tutorial.markdown,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,18,18,18,18,18,18,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/readme_cn.md#L52
defaultManager,wiki,iOS_tutorial.markdown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/iOS/MMKVDemo/MMKVTodayExtensionDemo/TodayViewController.m#L35
didFinishLaunchingWithOptions,wiki,iOS_tutorial.markdown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/readme_cn.md#L84
enumerateKeys,wiki,iOS_tutorial.markdown,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/iOS/MMKV/MMKV/libMMKV.mm#L439
firstObject,wiki,iOS_tutorial.markdown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/01ad79e8031c6700537e412f290c392088de1460/iOS/MMKVDemo/MMKVDemo/ViewController.mm#L50
forKey,wiki,iOS_tutorial.markdown,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,133,133,133,133,154,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,169,169,169,169,169,165,165,185,185,185,184,208,208,208,208,208,208,208,262,262,262,265,265,265,265,265,265,266,266,267,267,267,267,267,268,268,268,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/readme_cn.md#L101
forKey:key,wiki,iOS_tutorial.markdown,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,18,18,18,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/7ff0322700d1d5804ef7e906e230d442ee20705c/iOS/MMKVDemo/MMKVDemo/ViewController.mm#L375
getDataForKey,wiki,iOS_tutorial.markdown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,31,31,31,31,31,31,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/iOS/MMKVDemo/MMKVTodayExtensionDemo/TodayViewController.m#L89
getObjectOfClass,wiki,iOS_tutorial.markdown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,30,30,30,30,30,30,30,30,30,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/iOS/MMKVDemo/MMKVTodayExtensionDemo/TodayViewController.m#L81
getObjectOfClass:NSData,wiki,iOS_tutorial.markdown,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/7ff0322700d1d5804ef7e906e230d442ee20705c/iOS/MMKVDemo/MMKVMacDemo/ViewController.mm#L78
getObjectOfClass:NSString,wiki,iOS_tutorial.markdown,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,7,7,8,8,8,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/7ff0322700d1d5804ef7e906e230d442ee20705c/iOS/MMKVDemo/MMKVDemoTests/MMKVPerformanceTest.mm#L113
getStringForKey:key,wiki,iOS_tutorial.markdown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/iOS/MMKV/MMKV/libMMKV.mm#L372
groupDir,wiki,iOS_tutorial.markdown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/iOS/MMKVDemo/MMKVTodayExtensionDemo/TodayViewController.m#L35
groupDir:groupDir,wiki,iOS_tutorial.markdown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/iOS/MMKVDemo/MMKVTodayExtensionDemo/TodayViewController.m#L36
iOS,wiki,iOS_tutorial.markdown,18,18,18,19,18,19,19,19,17,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,21,21,21,21,21,22,23,23,23,23,23,24,24,24,24,24,20,20,21,21,21,21,21,21,21,21,21,21,21,22,22,23,24,24,24,24,24,24,25,25,26,27,27,28,28,30,30,30,36,36,36,36,36,34,34,34,34,34,34,34,34,35,35,35,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/readme_cn.md#L70
iOS_benchmark,wiki,iOS_tutorial.markdown,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/fd9c32dadb34cd1b689b72d456878813c1c1f88a/readme.md#L55
initWithSuiteName,wiki,iOS_tutorial.markdown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/iOS/MMKVDemo/MMKVDemoTests/MMKVDemoTests.mm#L426
initializeMMKV:nil,wiki,iOS_tutorial.markdown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/iOS_tutorial/586a96e9eeff44584b876ae8d0b1f24dc3c3dee8,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/readme_cn.md#L89
