code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,rev_78,rev_79,rev_80,rev_81,rev_82,rev_83,rev_84,rev_85,rev_86,rev_87,rev_88,rev_89,rev_90,rev_91,rev_92,rev_93,rev_94,rev_95,rev_96,rev_97,rev_98,rev_99,rev_100,rev_101,rev_102,rev_103,rev_104,rev_105,rev_106,rev_107,rev_108,rev_109,rev_110,rev_111,rev_112,rev_113,rev_114,rev_115,rev_116,rev_117,rev_118,rev_119,rev_120,rev_121,rev_122,rev_123,rev_124,rev_125,rev_126,rev_127,rev_128,rev_129,rev_130,rev_131,rev_132,rev_133,rev_134,rev_135,rev_136,rev_137,rev_138,rev_139,rev_140,rev_141,rev_142,rev_143,rev_144,rev_145,rev_146,rev_147,rev_148,rev_149,rev_150,rev_151,rev_152,rev_153,rev_154,rev_155,rev_156,rev_157,rev_158,rev_159,rev_160,rev_161,rev_162,rev_163,rev_164,rev_165,rev_166,rev_167,rev_168,rev_169,rev_170,rev_171,rev_172,rev_173,doc_link,source_link
MOE,wiki,Directives.md,.,.,.,.,.,.,.,.,.,.,.,291,291,291,291,284,284,285,277,277,278,278,278,281,281,281,281,281,270,270,270,270,271,272,272,273,273,274,273,274,289,289,289,290,288,288,85,84,84,188,190,191,191,192,192,192,192,192,197,197,197,197,197,200,200,200,200,201,204,204,204,204,204,204,204,204,204,204,204,203,203,203,203,203,203,203,203,203,203,204,204,205,205,205,205,205,205,205,206,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,127,127,127,127,127,127,127,127,204,204,204,204,204,204,204,204,204,204,204,204,208,208,208,208,208,208,208,https://github.com/google/MOE/wiki/Directives/e2c98aa5ef2e07d7223e66c77083fa0718bdce3a,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/util/publish-snapshot-on-commit.sh#L3
check_config,wiki,Directives.md,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/MOE/wiki/Directives/e2c98aa5ef2e07d7223e66c77083fa0718bdce3a,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/client/src/main/java/com/google/devtools/moe/client/directives/CheckConfigDirective.java#L52
config_file,wiki,Directives.md,.,.,.,.,.,.,.,.,.,.,.,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/google/MOE/wiki/Directives/e2c98aa5ef2e07d7223e66c77083fa0718bdce3a,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/client/src/test/java/com/google/devtools/moe/client/options/OptionsModuleTest.java#L31
create_codebase,wiki,Directives.md,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/MOE/wiki/Directives/e2c98aa5ef2e07d7223e66c77083fa0718bdce3a,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/client/src/main/java/com/google/devtools/moe/client/directives/CreateCodebaseDirective.java#L68
determine_metadata,wiki,Directives.md,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/MOE/wiki/Directives/e2c98aa5ef2e07d7223e66c77083fa0718bdce3a,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/client/src/main/java/com/google/devtools/moe/client/directives/DetermineMetadataDirective.java#L81
diff_codebases,wiki,Directives.md,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/MOE/wiki/Directives/e2c98aa5ef2e07d7223e66c77083fa0718bdce3a,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/client/src/main/java/com/google/devtools/moe/client/directives/DiffCodebasesDirective.java#L91
find_equivalence,wiki,Directives.md,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/MOE/wiki/Directives/e2c98aa5ef2e07d7223e66c77083fa0718bdce3a,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/client/src/main/java/com/google/devtools/moe/client/directives/FindEquivalenceDirective.java#L117
from_repository,wiki,Directives.md,.,.,.,.,.,.,.,.,.,.,.,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/MOE/wiki/Directives/e2c98aa5ef2e07d7223e66c77083fa0718bdce3a,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/client/src/test/java/com/google/devtools/moe/client/directives/BookkeepingDirectiveTest.java#L80
from_revision,wiki,Directives.md,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/MOE/wiki/Directives/e2c98aa5ef2e07d7223e66c77083fa0718bdce3a,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/client/src/main/java/com/google/devtools/moe/client/database/SubmittedMigration.java#L37
highest_revision,wiki,Directives.md,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/MOE/wiki/Directives/e2c98aa5ef2e07d7223e66c77083fa0718bdce3a,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/client/src/main/java/com/google/devtools/moe/client/directives/HighestRevisionDirective.java#L86
in_repository,wiki,Directives.md,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/MOE/wiki/Directives/e2c98aa5ef2e07d7223e66c77083fa0718bdce3a,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/client/src/main/java/com/google/devtools/moe/client/directives/FindEquivalenceDirective.java#L47
moe_config,wiki,Directives.md,.,.,.,.,.,.,.,.,.,.,.,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,https://github.com/google/MOE/wiki/Directives/e2c98aa5ef2e07d7223e66c77083fa0718bdce3a,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/client/src/test/java/com/google/devtools/moe/client/directives/OneMigrationDirectiveTest.java#L57
one_migration,wiki,Directives.md,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/MOE/wiki/Directives/e2c98aa5ef2e07d7223e66c77083fa0718bdce3a,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/client/src/main/java/com/google/devtools/moe/client/migrations/Migrator.java#L47
rename_step,wiki,Directives.md,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/MOE/wiki/Directives/e2c98aa5ef2e07d7223e66c77083fa0718bdce3a,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/client/src/test/java/com/google/devtools/moe/client/project/ProjectConfigTest.java#L196
to_repository,wiki,Directives.md,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/MOE/wiki/Directives/e2c98aa5ef2e07d7223e66c77083fa0718bdce3a,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/client/src/test/java/com/google/devtools/moe/client/directives/BookkeepingDirectiveTest.java#L81
to_revision,wiki,Directives.md,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/MOE/wiki/Directives/e2c98aa5ef2e07d7223e66c77083fa0718bdce3a,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/client/src/main/java/com/google/devtools/moe/client/database/SubmittedMigration.java#L44
JSON,wiki,Editor-Types.md,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/MOE/wiki/Editor-Types/325c7d118e428e8bc10a90ed8b7cf3c288268112,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/client/src/main/java/com/google/devtools/moe/client/translation/editors/Editor.java#L54
command_string,wiki,Editor-Types.md,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/MOE/wiki/Editor-Types/325c7d118e428e8bc10a90ed8b7cf3c288268112,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/client/src/main/java/com/google/devtools/moe/client/project/EditorConfig.java#L40
MOE,wiki,Expression-Languages.md,.,.,.,.,.,.,.,.,.,.,.,291,291,291,291,284,284,285,277,277,278,278,278,281,281,281,281,281,270,270,270,270,271,272,272,273,273,274,273,274,289,289,289,290,288,288,85,84,84,188,190,191,191,192,192,192,192,192,197,197,197,197,197,200,200,200,200,201,204,204,204,204,204,204,204,204,204,204,204,203,203,203,203,203,203,203,203,203,203,204,204,205,205,205,205,205,205,205,206,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,127,127,127,127,127,127,127,127,204,204,204,204,204,204,204,204,204,204,204,204,208,208,208,208,208,208,208,https://github.com/google/MOE/wiki/Expression-Languages/a2655deb1d207f7a24c873302768f43ce6f5e87d,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/util/publish-snapshot-on-commit.sh#L3
MOE,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,291,291,291,291,284,284,285,277,277,278,278,278,281,281,281,281,281,270,270,270,270,271,272,272,273,273,274,273,274,289,289,289,290,288,288,85,84,84,188,190,191,191,192,192,192,192,192,197,197,197,197,197,200,200,200,200,201,204,204,204,204,204,204,204,204,204,204,204,203,203,203,203,203,203,203,203,203,203,204,204,205,205,205,205,205,205,205,206,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,127,127,127,127,127,127,127,127,204,204,204,204,204,204,204,204,204,204,204,204,208,208,208,208,208,208,208,https://github.com/google/MOE/wiki/Home/6e3a02d5ffc98ddd99036865b0361733e55685a0,https://github.com/google/MOE/blob/4de8f47896dc85fb058d85e8d57122fa479c88f0/util/publish-snapshot-on-commit.sh#L3
