code_element,page_type,page_name,rev_1,rev_2,rev_3,doc_link,source_link
ID,repo,README.md,7,7,9,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/demos/self-provisioning-demo/self-provisioning-demo.js#L446
JSON,repo,README.md,32,32,32,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/rest/ProvisioningActionTest.java#L63
LICENSE,repo,README.md,35,35,35,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/util/UtilsTest.java#L7
NO,repo,README.md,7,7,7,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L180
NOTE,repo,README.md,1,1,1,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/demos/bulk-provisioning-demo/bluk-provisioning-demo.js#L171
ProvisioningAction,repo,README.md,4,4,4,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/rest/ProvisioningActionTest.java#L32
ProvisioningApp,repo,README.md,12,12,12,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/rest/ProvisioningActionTest.java#L26
ProvisioningApp.getInstance(),repo,README.md,21,21,21,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/rest/ProvisioningActionTest.java#L36
REST,repo,README.md,31,31,31,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/server/rest/RESTApp.java#L133
RESTful,repo,README.md,17,17,17,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/server/rest/RESTApp.java#L41
RSA,repo,README.md,2,2,2,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/pom.xml#L31
SDK,repo,README.md,7,7,7,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/server/apis/GoogleDirectory.java#L33
SSL,repo,README.md,3,3,3,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L126
UsernameGeneration,repo,README.md,2,2,2,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L202
UsernameManager,repo,README.md,44,44,44,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/account/UsernameManagerTest.java#L34
XMLHttpRequest(),repo,README.md,3,3,3,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/demos/self-provisioning-demo/self-provisioning-demo.js#L485
YES,repo,README.md,9,9,9,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L180
[C1_firstname].[lastname],repo,README.md,3,3,3,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/account/UsernameIteratorTest.java#L30
[C9_firstname][C9_lastname][#],repo,README.md,3,3,3,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/server/account/UsernameIterator.java#L39
[firstname].[lastname],repo,README.md,4,4,4,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/account/UsernameIteratorTest.java#L29
[firstname][lastname],repo,README.md,5,5,5,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/account/UsernameIteratorTest.java#L30
[firstname][lastname][#],repo,README.md,1,1,1,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/config.properties#L111
[lastname]_nyc,repo,README.md,1,1,1,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/config.properties#L126
[nickname],repo,README.md,3,3,3,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/demos/csv-provisioning-demo/index.html#L74
accounts.UsernameGeneration.cacheExpirationHours,repo,README.md,2,2,2,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L33
accounts.UsernameGeneration.cachedUsernames,repo,README.md,2,2,2,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L31
accounts.UsernameGeneration.numberOfSuggestions,repo,README.md,2,2,2,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L36
accounts.UsernameGeneration.patterns,repo,README.md,4,4,4,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L40
accounts.UsernameGeneration.suggestedUsernamesTimeout,repo,README.md,2,2,2,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L45
apis.GoogleAPIs.appName,repo,README.md,5,5,5,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L49
apis.GoogleAPIs.authUser,repo,README.md,4,4,4,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L47
apis.GoogleAPIs.authUser=admin@yourdomain.com,repo,README.md,1,1,1,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/config.properties#L16
apis.GoogleAPIs.domain,repo,README.md,3,3,3,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L50
apis.GoogleAPIs.domain=yourdomain.com,repo,README.md,2,2,2,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/config.properties#L11
apis.GoogleAPIs.keyPath,repo,README.md,5,5,5,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/config/ConfigDataTest.java#L131
apis.GoogleAPIs.keyPath=./service_account_key.p12,repo,README.md,1,1,1,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/config.properties#L22
apis.GoogleAPIs.serviceAccountEmail,repo,README.md,3,3,3,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L52
apis.GoogleAPIs.serviceAccountEmail=1234567890123-abcdefghijklmnopqrstuvwxz01234567@developer.gserviceaccount.com,repo,README.md,2,2,2,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/config.properties#L34
appName,repo,README.md,14,14,14,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/server/apis/GoogleDirectory.java#L72
appsProvisioning,repo,README.md,2,2,2,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/pom.xml#L6
appsProvisioning-0.0.1.jar,repo,README.md,6,6,6,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/demos/self-provisioning-demo/README.txt#L10
cacheExpirationHours,repo,README.md,10,10,10,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L78
cachedUsernames,repo,README.md,9,9,9,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L200
char(acters),repo,README.md,1,1,1,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/config.properties#L96
config.properties,repo,README.md,4,4,4,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/ProvisioningApp.java#L30
create,repo,README.md,61,61,62,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/rest/ProvisioningActionTest.java#L81
"create(username, firstname, lastname, password)",repo,README.md,1,1,1,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/server/account/UsernameManager.java#L84
db.h2.name,repo,README.md,2,2,2,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L57
db.h2.path,repo,README.md,2,2,2,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L55
domain,repo,README.md,64,64,64,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/config/ConfigDataTest.java#L111
firstname,repo,README.md,111,111,111,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/rest/ProvisioningActionTest.java#L62
function(),repo,README.md,48,48,48,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/demos/self-provisioning-demo/self-provisioning-demo.js#L21
index.html,repo,README.md,6,6,6,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/demos/self-provisioning-demo/README.txt#L14
jks,repo,README.md,4,4,4,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/config.properties#L144
john.smith,repo,README.md,1,1,1,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/config.properties#L121
johnsmith3,repo,README.md,1,1,1,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/config.properties#L113
jonnybravo,repo,README.md,1,1,1,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/config.properties#L92
jsmith,repo,README.md,1,1,1,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/config.properties#L97
keyStorePassword,repo,README.md,9,9,9,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L83
lastname,repo,README.md,107,107,107,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/rest/ProvisioningActionTest.java#L69
localhost:8080,repo,README.md,6,6,6,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/demos/self-provisioning-demo/self-provisioning-demo.js#L12
nickname,repo,README.md,6,6,6,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/demos/csv-provisioning-demo/index.html#L87
numberOfSuggestions,repo,README.md,35,35,35,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/account/UsernameIteratorTest.java#L48
"open('POST', url, true)",repo,README.md,3,3,3,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/demos/self-provisioning-demo/self-provisioning-demo.js#L495
p12,repo,README.md,5,5,4,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/server/apis/GoogleClient.java#L72
password,repo,README.md,63,63,63,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/rest/ProvisioningActionTest.java#L97
patterns,repo,README.md,30,30,30,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/server/rest/ProvisioningAction.java#L123
"put(""firstname"", ""Carlos"")",repo,README.md,4,4,4,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/account/UsernameSuggestorTest.java#L49
"put(""lastname"", ""Álvarez"")",repo,README.md,4,4,4,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/account/UsernameSuggestorTest.java#L50
security.ssl.keyManagerPassword,repo,README.md,2,2,2,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L63
security.ssl.keyStorePassword,repo,README.md,2,2,2,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L62
security.ssl.keyStorePath,repo,README.md,3,3,3,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/config/ConfigDataTest.java#L148
security.ssl.useSSL,repo,README.md,2,2,2,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/config/ConfigData.java#L59
select,repo,README.md,38,38,40,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/rest/ProvisioningActionTest.java#L118
